"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind"
"1/1/1979","2.1875","48.8638000488281","93","-2.38299999999998","-9.56","0.2120018184","4.60912151269178",
"1/2/1979","2.1875","48.8638000488281","93","2.26799999999997","-5.70299999999997","1.0891910304","4.95082426926051",
"1/3/1979","2.1875","48.8638000488281","93","-1.42500000000001","-5.416","0.0068664528","4.76286898194274",
"1/4/1979","2.1875","48.8638000488281","93","-1.28199999999998","-4.50799999999998","2.2968303624","10.7435465573649",
"1/5/1979","2.1875","48.8638000488281","93","-4.20800000000003","-7.755","6.334305156","7.72542040552836",
"1/6/1979","2.1875","48.8638000488281","93","-6.16800000000001","-12.046","0.0205993584","1.75694797404988",
"1/7/1979","2.1875","48.8638000488281","93","-4.74099999999999","-11.636","0","3.16053190365467",
"1/8/1979","2.1875","48.8638000488281","93","0.134999999999991","-5.75200000000001","0.0034332264","2.99877422162454",
"1/9/1979","2.1875","48.8638000488281","93","2.197","-2.03500000000003","7.129096452","3.58561562960937",
"1/10/1979","2.1875","48.8638000488281","93","2.40300000000002","-0.822000000000003","5.48286696","8.81625342994031",
"1/11/1979","2.1875","48.8638000488281","93","2.59100000000001","-0.358000000000004","0.291824352","7.21713099833318",
"1/12/1979","2.1875","48.8638000488281","93","2.63299999999998","-2.24400000000003","0.899505612","4.46646551108896",
"1/13/1979","2.1875","48.8638000488281","93","1.13200000000001","-7.24700000000001","0","2.38342396814227",
"1/14/1979","2.1875","48.8638000488281","93","-2.07100000000003","-7.50599999999997","0.0789642144","3.12511441926233",
"1/15/1979","2.1875","48.8638000488281","93","0.317000000000007","-5.62200000000001","0.075530988","2.16223150674377",
"1/16/1979","2.1875","48.8638000488281","93","-1.47800000000001","-7.31599999999997","0.0205993584","2.07366887290591",
"1/17/1979","2.1875","48.8638000488281","93","-2.839","-7.41399999999999","0.0343322568","3.1954363311674",
"1/18/1979","2.1875","48.8638000488281","93","-3.57900000000001","-6.37","0.2111436072","6.24041502485168",
"1/19/1979","2.1875","48.8638000488281","93","2.55599999999998","-4.60199999999998","6.708529008","7.45673232822238",
"1/20/1979","2.1875","48.8638000488281","93","3.952","2.23200000000003","5.79871692","4.91341892426699",
"1/21/1979","2.1875","48.8638000488281","93","4.86900000000003","-0.593000000000018","0.2926825848","2.54132434029546",
"1/22/1979","2.1875","48.8638000488281","93","2.85199999999998","0.225000000000023","1.1260983744","5.09234574698099",
"1/23/1979","2.1875","48.8638000488281","93","7.21800000000002","2.11200000000002","1.656533016","3.94426464393081",
"1/24/1979","2.1875","48.8638000488281","93","1.82600000000002","-2.24400000000003","0.4205709144","3.73596554068809",
"1/25/1979","2.1875","48.8638000488281","93","2.16899999999998","-2.87400000000002","0","4.19108056056328",
"1/26/1979","2.1875","48.8638000488281","93","4.572","-1.99200000000002","0.078964236","5.15370039964035",
"1/27/1979","2.1875","48.8638000488281","93","3.185","-2.83800000000002","0.0137329128","2.75756584911648",
"1/28/1979","2.1875","48.8638000488281","93","2.06099999999998","-3.31900000000002","0.0446319432","3.14951631146542",
"1/29/1979","2.1875","48.8638000488281","93","4.887","-1.37599999999998","1.5260688504","7.1494544225842",
"1/30/1979","2.1875","48.8638000488281","93","4.73200000000003","0.824999999999989","1.839351852","5.4158224947847",
"1/31/1979","2.1875","48.8638000488281","93","6.13499999999999","0.334000000000003","0.1768111632","4.60760264473748",
"2/1/1979","2.1875","48.8638000488281","93","7.363","0.324000000000012","6.92825094","8.0787365147555",
