"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature"
"1/1/1979","-79.375","43.5559005737305","75","7.85599999999999","-2.35899999999998",
"1/2/1979","-79.375","43.5559005737305","75","-2.738","-6.02100000000002",
"1/3/1979","-79.375","43.5559005737305","75","-7.21199999999999","-12.742",
"1/4/1979","-79.375","43.5559005737305","75","-8.56900000000002","-10.751",
"1/5/1979","-79.375","43.5559005737305","75","-9.13299999999998","-13.273",
"1/6/1979","-79.375","43.5559005737305","75","-5.49099999999999","-9.82499999999999",
"1/7/1979","-79.375","43.5559005737305","75","-5.45699999999999","-7.79199999999997",
"1/8/1979","-79.375","43.5559005737305","75","-4.45100000000002","-9.12099999999998",
"1/9/1979","-79.375","43.5559005737305","75","-7.56999999999999","-11.125",
"1/10/1979","-79.375","43.5559005737305","75","-7.22899999999999","-13.881",
"1/11/1979","-79.375","43.5559005737305","75","-8.20999999999998","-13.821",
"1/12/1979","-79.375","43.5559005737305","75","-5.76900000000001","-10.719",
"1/13/1979","-79.375","43.5559005737305","75","2.14299999999997","-5.68099999999998",
"1/14/1979","-79.375","43.5559005737305","75","3.10700000000003","-6.76400000000001",
"1/15/1979","-79.375","43.5559005737305","75","-6.94099999999997","-11.777",
"1/16/1979","-79.375","43.5559005737305","75","-5.88900000000001","-9.78300000000002",
"1/17/1979","-79.375","43.5559005737305","75","0.351999999999975","-8.80500000000001",
"1/18/1979","-79.375","43.5559005737305","75","-3.959","-16.686",
"1/19/1979","-79.375","43.5559005737305","75","-7.30700000000002","-16.174",
"1/20/1979","-79.375","43.5559005737305","75","1.19799999999998","-7.42399999999998",
"1/21/1979","-79.375","43.5559005737305","75","-0.112000000000023","-3.815",
"1/22/1979","-79.375","43.5559005737305","75","-0.992000000000019","-2.94400000000002",
"1/23/1979","-79.375","43.5559005737305","75","-0.228999999999985","-3.118",
"1/24/1979","-79.375","43.5559005737305","75","2.61200000000002","-1.983",
"1/25/1979","-79.375","43.5559005737305","75","2.048","0.807999999999993",
"1/26/1979","-79.375","43.5559005737305","75","1.59500000000003","0.786999999999978",
"1/27/1979","-79.375","43.5559005737305","75","1.565","0.24799999999999",
"1/28/1979","-79.375","43.5559005737305","75","1.59399999999999","-1.899",
